job_id	language	scale	replicate	model	latent_adequacy	basis
j-71eadd7108e9404d8fa4	Sanskrit	VOYNICH_SCALE	7	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-71eadd7108e9404d8fa4	Sanskrit	VOYNICH_SCALE	7	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-71eadd7108e9404d8fa4	Sanskrit	VOYNICH_SCALE	7	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-71eadd7108e9404d8fa4	Sanskrit	VOYNICH_SCALE	7	M3	NOT_SUPPORTED	training/model-evidence failure
j-71eadd7108e9404d8fa4	Sanskrit	VOYNICH_SCALE	7	M4	NOT_SUPPORTED	training/model-evidence failure
j-71eadd7108e9404d8fa4	Sanskrit	VOYNICH_SCALE	7	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-72cc1715a8b55d466bec	Latin	VOYNICH_SCALE	6	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-72cc1715a8b55d466bec	Latin	VOYNICH_SCALE	6	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-72cc1715a8b55d466bec	Latin	VOYNICH_SCALE	6	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-72cc1715a8b55d466bec	Latin	VOYNICH_SCALE	6	M3	NOT_SUPPORTED	training/model-evidence failure
j-72cc1715a8b55d466bec	Latin	VOYNICH_SCALE	6	M4	NOT_SUPPORTED	training/model-evidence failure
j-72cc1715a8b55d466bec	Latin	VOYNICH_SCALE	6	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-733e795d07911a2553eb	Latin	SMALL	6	M0	NOT_SUPPORTED	training/model-evidence failure
j-733e795d07911a2553eb	Latin	SMALL	6	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-733e795d07911a2553eb	Latin	SMALL	6	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-733e795d07911a2553eb	Latin	SMALL	6	M3	NOT_SUPPORTED	training/model-evidence failure
j-733e795d07911a2553eb	Latin	SMALL	6	M4	NOT_SUPPORTED	training/model-evidence failure
j-733e795d07911a2553eb	Latin	SMALL	6	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7485eee84d43908fc803	Sanskrit	SMALL	3	M0	NOT_SUPPORTED	training/model-evidence failure
j-7485eee84d43908fc803	Sanskrit	SMALL	3	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7485eee84d43908fc803	Sanskrit	SMALL	3	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7485eee84d43908fc803	Sanskrit	SMALL	3	M3	NOT_SUPPORTED	training/model-evidence failure
j-7485eee84d43908fc803	Sanskrit	SMALL	3	M4	NOT_SUPPORTED	training/model-evidence failure
j-7485eee84d43908fc803	Sanskrit	SMALL	3	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-75048cf10dde52fb029e	Latin	VOYNICH_SCALE	4	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-75048cf10dde52fb029e	Latin	VOYNICH_SCALE	4	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-75048cf10dde52fb029e	Latin	VOYNICH_SCALE	4	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-75048cf10dde52fb029e	Latin	VOYNICH_SCALE	4	M3	NOT_SUPPORTED	training/model-evidence failure
j-75048cf10dde52fb029e	Latin	VOYNICH_SCALE	4	M4	NOT_SUPPORTED	training/model-evidence failure
j-75048cf10dde52fb029e	Latin	VOYNICH_SCALE	4	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-752ee4acb2f11c1d7f1a	Latin	MEDIUM	6	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-752ee4acb2f11c1d7f1a	Latin	MEDIUM	6	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-752ee4acb2f11c1d7f1a	Latin	MEDIUM	6	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-752ee4acb2f11c1d7f1a	Latin	MEDIUM	6	M3	NOT_SUPPORTED	training/model-evidence failure
j-752ee4acb2f11c1d7f1a	Latin	MEDIUM	6	M4	NOT_SUPPORTED	training/model-evidence failure
j-752ee4acb2f11c1d7f1a	Latin	MEDIUM	6	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-77a7236a584ac173ac59	Sanskrit	SMALL	6	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-77a7236a584ac173ac59	Sanskrit	SMALL	6	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-77a7236a584ac173ac59	Sanskrit	SMALL	6	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-77a7236a584ac173ac59	Sanskrit	SMALL	6	M3	NOT_SUPPORTED	training/model-evidence failure
j-77a7236a584ac173ac59	Sanskrit	SMALL	6	M4	NOT_SUPPORTED	training/model-evidence failure
j-77a7236a584ac173ac59	Sanskrit	SMALL	6	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7b35cbc64cfa58a8b802	English	LARGE	3	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7b35cbc64cfa58a8b802	English	LARGE	3	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7b35cbc64cfa58a8b802	English	LARGE	3	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7b35cbc64cfa58a8b802	English	LARGE	3	M3	NOT_SUPPORTED	training/model-evidence failure
j-7b35cbc64cfa58a8b802	English	LARGE	3	M4	NOT_SUPPORTED	training/model-evidence failure
j-7b35cbc64cfa58a8b802	English	LARGE	3	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7da03c5366574df7a2eb	Latin	MEDIUM	7	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7da03c5366574df7a2eb	Latin	MEDIUM	7	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7da03c5366574df7a2eb	Latin	MEDIUM	7	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7da03c5366574df7a2eb	Latin	MEDIUM	7	M3	NOT_SUPPORTED	training/model-evidence failure
j-7da03c5366574df7a2eb	Latin	MEDIUM	7	M4	NOT_SUPPORTED	training/model-evidence failure
j-7da03c5366574df7a2eb	Latin	MEDIUM	7	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7df4af8158152364d533	English	SMALL	2	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7df4af8158152364d533	English	SMALL	2	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7df4af8158152364d533	English	SMALL	2	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7df4af8158152364d533	English	SMALL	2	M3	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7df4af8158152364d533	English	SMALL	2	M4	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7df4af8158152364d533	English	SMALL	2	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7f36340899239906e828	English	MEDIUM	2	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7f36340899239906e828	English	MEDIUM	2	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7f36340899239906e828	English	MEDIUM	2	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-7f36340899239906e828	English	MEDIUM	2	M3	NOT_SUPPORTED	training/model-evidence failure
j-7f36340899239906e828	English	MEDIUM	2	M4	NOT_SUPPORTED	training/model-evidence failure
j-7f36340899239906e828	English	MEDIUM	2	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-801e0a1f44b2ce3a211b	Sanskrit	VOYNICH_SCALE	0	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-801e0a1f44b2ce3a211b	Sanskrit	VOYNICH_SCALE	0	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-801e0a1f44b2ce3a211b	Sanskrit	VOYNICH_SCALE	0	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-801e0a1f44b2ce3a211b	Sanskrit	VOYNICH_SCALE	0	M3	NOT_SUPPORTED	training/model-evidence failure
j-801e0a1f44b2ce3a211b	Sanskrit	VOYNICH_SCALE	0	M4	NOT_SUPPORTED	training/model-evidence failure
j-801e0a1f44b2ce3a211b	Sanskrit	VOYNICH_SCALE	0	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8ad61c152e4d1f00dee9	English	SMALL	4	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8ad61c152e4d1f00dee9	English	SMALL	4	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8ad61c152e4d1f00dee9	English	SMALL	4	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8ad61c152e4d1f00dee9	English	SMALL	4	M3	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8ad61c152e4d1f00dee9	English	SMALL	4	M4	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8ad61c152e4d1f00dee9	English	SMALL	4	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8e275dd9adf3572f5b92	Latin	SMALL	2	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8e275dd9adf3572f5b92	Latin	SMALL	2	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8e275dd9adf3572f5b92	Latin	SMALL	2	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8e275dd9adf3572f5b92	Latin	SMALL	2	M3	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8e275dd9adf3572f5b92	Latin	SMALL	2	M4	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8e275dd9adf3572f5b92	Latin	SMALL	2	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8e53c142e698ac4dd00a	Latin	VOYNICH_SCALE	2	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8e53c142e698ac4dd00a	Latin	VOYNICH_SCALE	2	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8e53c142e698ac4dd00a	Latin	VOYNICH_SCALE	2	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-8e53c142e698ac4dd00a	Latin	VOYNICH_SCALE	2	M3	NOT_SUPPORTED	training/model-evidence failure
j-8e53c142e698ac4dd00a	Latin	VOYNICH_SCALE	2	M4	NOT_SUPPORTED	training/model-evidence failure
j-8e53c142e698ac4dd00a	Latin	VOYNICH_SCALE	2	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9035d8756f177f3dba1d	English	SMALL	1	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9035d8756f177f3dba1d	English	SMALL	1	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9035d8756f177f3dba1d	English	SMALL	1	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9035d8756f177f3dba1d	English	SMALL	1	M3	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9035d8756f177f3dba1d	English	SMALL	1	M4	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9035d8756f177f3dba1d	English	SMALL	1	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-92d9a99ec699677ee9cc	English	MEDIUM	5	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-92d9a99ec699677ee9cc	English	MEDIUM	5	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-92d9a99ec699677ee9cc	English	MEDIUM	5	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-92d9a99ec699677ee9cc	English	MEDIUM	5	M3	NOT_SUPPORTED	training/model-evidence failure
j-92d9a99ec699677ee9cc	English	MEDIUM	5	M4	NOT_SUPPORTED	training/model-evidence failure
j-92d9a99ec699677ee9cc	English	MEDIUM	5	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-94f9c04538b4dae91716	Sanskrit	SMALL	5	M0	NOT_SUPPORTED	training/model-evidence failure
j-94f9c04538b4dae91716	Sanskrit	SMALL	5	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-94f9c04538b4dae91716	Sanskrit	SMALL	5	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-94f9c04538b4dae91716	Sanskrit	SMALL	5	M3	NOT_SUPPORTED	training/model-evidence failure
j-94f9c04538b4dae91716	Sanskrit	SMALL	5	M4	NOT_SUPPORTED	training/model-evidence failure
j-94f9c04538b4dae91716	Sanskrit	SMALL	5	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9531d85006c1a7705df8	English	MEDIUM	3	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9531d85006c1a7705df8	English	MEDIUM	3	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9531d85006c1a7705df8	English	MEDIUM	3	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9531d85006c1a7705df8	English	MEDIUM	3	M3	NOT_SUPPORTED	training/model-evidence failure
j-9531d85006c1a7705df8	English	MEDIUM	3	M4	NOT_SUPPORTED	training/model-evidence failure
j-9531d85006c1a7705df8	English	MEDIUM	3	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-968b89d862abb40a1321	English	VOYNICH_SCALE	2	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-968b89d862abb40a1321	English	VOYNICH_SCALE	2	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-968b89d862abb40a1321	English	VOYNICH_SCALE	2	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-968b89d862abb40a1321	English	VOYNICH_SCALE	2	M3	NOT_SUPPORTED	training/model-evidence failure
j-968b89d862abb40a1321	English	VOYNICH_SCALE	2	M4	NOT_SUPPORTED	training/model-evidence failure
j-968b89d862abb40a1321	English	VOYNICH_SCALE	2	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9864f9d42b3b0a549718	Sanskrit	VOYNICH_SCALE	4	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9864f9d42b3b0a549718	Sanskrit	VOYNICH_SCALE	4	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9864f9d42b3b0a549718	Sanskrit	VOYNICH_SCALE	4	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9864f9d42b3b0a549718	Sanskrit	VOYNICH_SCALE	4	M3	NOT_SUPPORTED	training/model-evidence failure
j-9864f9d42b3b0a549718	Sanskrit	VOYNICH_SCALE	4	M4	NOT_SUPPORTED	training/model-evidence failure
j-9864f9d42b3b0a549718	Sanskrit	VOYNICH_SCALE	4	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9ecaef2adf7f4a7bf037	English	MEDIUM	4	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9ecaef2adf7f4a7bf037	English	MEDIUM	4	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9ecaef2adf7f4a7bf037	English	MEDIUM	4	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-9ecaef2adf7f4a7bf037	English	MEDIUM	4	M3	NOT_SUPPORTED	training/model-evidence failure
j-9ecaef2adf7f4a7bf037	English	MEDIUM	4	M4	NOT_SUPPORTED	training/model-evidence failure
j-9ecaef2adf7f4a7bf037	English	MEDIUM	4	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-a6944da93c436647ddad	Latin	SMALL	7	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-a6944da93c436647ddad	Latin	SMALL	7	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-a6944da93c436647ddad	Latin	SMALL	7	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-a6944da93c436647ddad	Latin	SMALL	7	M3	NOT_SUPPORTED	training/model-evidence failure
j-a6944da93c436647ddad	Latin	SMALL	7	M4	NOT_SUPPORTED	training/model-evidence failure
j-a6944da93c436647ddad	Latin	SMALL	7	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-a8ddf4ccf16babf557e1	Latin	VOYNICH_SCALE	5	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-a8ddf4ccf16babf557e1	Latin	VOYNICH_SCALE	5	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-a8ddf4ccf16babf557e1	Latin	VOYNICH_SCALE	5	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-a8ddf4ccf16babf557e1	Latin	VOYNICH_SCALE	5	M3	NOT_SUPPORTED	training/model-evidence failure
j-a8ddf4ccf16babf557e1	Latin	VOYNICH_SCALE	5	M4	NOT_SUPPORTED	training/model-evidence failure
j-a8ddf4ccf16babf557e1	Latin	VOYNICH_SCALE	5	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-a8fdf658ea71c3410ecd	English	MEDIUM	6	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-a8fdf658ea71c3410ecd	English	MEDIUM	6	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-a8fdf658ea71c3410ecd	English	MEDIUM	6	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-a8fdf658ea71c3410ecd	English	MEDIUM	6	M3	NOT_SUPPORTED	training/model-evidence failure
j-a8fdf658ea71c3410ecd	English	MEDIUM	6	M4	NOT_SUPPORTED	training/model-evidence failure
j-a8fdf658ea71c3410ecd	English	MEDIUM	6	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-aabc845ba9eaed40b06a	English	LARGE	5	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-aabc845ba9eaed40b06a	English	LARGE	5	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-aabc845ba9eaed40b06a	English	LARGE	5	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-aabc845ba9eaed40b06a	English	LARGE	5	M3	NOT_SUPPORTED	training/model-evidence failure
j-aabc845ba9eaed40b06a	English	LARGE	5	M4	NOT_SUPPORTED	training/model-evidence failure
j-aabc845ba9eaed40b06a	English	LARGE	5	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-ab0938adbc46d6a51233	Sanskrit	MEDIUM	2	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-ab0938adbc46d6a51233	Sanskrit	MEDIUM	2	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-ab0938adbc46d6a51233	Sanskrit	MEDIUM	2	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-ab0938adbc46d6a51233	Sanskrit	MEDIUM	2	M3	NOT_SUPPORTED	training/model-evidence failure
j-ab0938adbc46d6a51233	Sanskrit	MEDIUM	2	M4	NOT_SUPPORTED	training/model-evidence failure
j-ab0938adbc46d6a51233	Sanskrit	MEDIUM	2	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-acdbd503d22cc962cc38	English	LARGE	0	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-acdbd503d22cc962cc38	English	LARGE	0	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-acdbd503d22cc962cc38	English	LARGE	0	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-acdbd503d22cc962cc38	English	LARGE	0	M3	NOT_SUPPORTED	training/model-evidence failure
j-acdbd503d22cc962cc38	English	LARGE	0	M4	NOT_SUPPORTED	training/model-evidence failure
j-acdbd503d22cc962cc38	English	LARGE	0	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-af3ea0bd2fa9712838d7	English	SMALL	7	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-af3ea0bd2fa9712838d7	English	SMALL	7	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-af3ea0bd2fa9712838d7	English	SMALL	7	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-af3ea0bd2fa9712838d7	English	SMALL	7	M3	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-af3ea0bd2fa9712838d7	English	SMALL	7	M4	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-af3ea0bd2fa9712838d7	English	SMALL	7	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b134e1cc89d045098806	Sanskrit	VOYNICH_SCALE	5	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b134e1cc89d045098806	Sanskrit	VOYNICH_SCALE	5	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b134e1cc89d045098806	Sanskrit	VOYNICH_SCALE	5	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b134e1cc89d045098806	Sanskrit	VOYNICH_SCALE	5	M3	NOT_SUPPORTED	training/model-evidence failure
j-b134e1cc89d045098806	Sanskrit	VOYNICH_SCALE	5	M4	NOT_SUPPORTED	training/model-evidence failure
j-b134e1cc89d045098806	Sanskrit	VOYNICH_SCALE	5	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b4a914359d1051804a29	Latin	VOYNICH_SCALE	3	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b4a914359d1051804a29	Latin	VOYNICH_SCALE	3	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b4a914359d1051804a29	Latin	VOYNICH_SCALE	3	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b4a914359d1051804a29	Latin	VOYNICH_SCALE	3	M3	NOT_SUPPORTED	training/model-evidence failure
j-b4a914359d1051804a29	Latin	VOYNICH_SCALE	3	M4	NOT_SUPPORTED	training/model-evidence failure
j-b4a914359d1051804a29	Latin	VOYNICH_SCALE	3	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b57014c253b5d32462c4	Latin	MEDIUM	0	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b57014c253b5d32462c4	Latin	MEDIUM	0	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b57014c253b5d32462c4	Latin	MEDIUM	0	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b57014c253b5d32462c4	Latin	MEDIUM	0	M3	NOT_SUPPORTED	training/model-evidence failure
j-b57014c253b5d32462c4	Latin	MEDIUM	0	M4	NOT_SUPPORTED	training/model-evidence failure
j-b57014c253b5d32462c4	Latin	MEDIUM	0	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b6c1d7a8bf5f446ad8f9	Latin	LARGE	0	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b6c1d7a8bf5f446ad8f9	Latin	LARGE	0	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b6c1d7a8bf5f446ad8f9	Latin	LARGE	0	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b6c1d7a8bf5f446ad8f9	Latin	LARGE	0	M3	NOT_SUPPORTED	training/model-evidence failure
j-b6c1d7a8bf5f446ad8f9	Latin	LARGE	0	M4	NOT_SUPPORTED	training/model-evidence failure
j-b6c1d7a8bf5f446ad8f9	Latin	LARGE	0	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b6ce26abdbcb40ebec77	Sanskrit	SMALL	1	M0	NOT_SUPPORTED	training/model-evidence failure
j-b6ce26abdbcb40ebec77	Sanskrit	SMALL	1	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b6ce26abdbcb40ebec77	Sanskrit	SMALL	1	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b6ce26abdbcb40ebec77	Sanskrit	SMALL	1	M3	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b6ce26abdbcb40ebec77	Sanskrit	SMALL	1	M4	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b6ce26abdbcb40ebec77	Sanskrit	SMALL	1	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b844230250b02be1e82a	English	SMALL	0	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b844230250b02be1e82a	English	SMALL	0	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b844230250b02be1e82a	English	SMALL	0	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b844230250b02be1e82a	English	SMALL	0	M3	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b844230250b02be1e82a	English	SMALL	0	M4	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-b844230250b02be1e82a	English	SMALL	0	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-bc050fde6d1b2925395f	English	LARGE	1	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-bc050fde6d1b2925395f	English	LARGE	1	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-bc050fde6d1b2925395f	English	LARGE	1	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-bc050fde6d1b2925395f	English	LARGE	1	M3	NOT_SUPPORTED	training/model-evidence failure
j-bc050fde6d1b2925395f	English	LARGE	1	M4	NOT_SUPPORTED	training/model-evidence failure
j-bc050fde6d1b2925395f	English	LARGE	1	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-c32535427c548ecfb4b5	Latin	LARGE	3	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-c32535427c548ecfb4b5	Latin	LARGE	3	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-c32535427c548ecfb4b5	Latin	LARGE	3	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-c32535427c548ecfb4b5	Latin	LARGE	3	M3	NOT_SUPPORTED	training/model-evidence failure
j-c32535427c548ecfb4b5	Latin	LARGE	3	M4	NOT_SUPPORTED	training/model-evidence failure
j-c32535427c548ecfb4b5	Latin	LARGE	3	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-c7808862b2cd25a76f5c	English	VOYNICH_SCALE	6	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-c7808862b2cd25a76f5c	English	VOYNICH_SCALE	6	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-c7808862b2cd25a76f5c	English	VOYNICH_SCALE	6	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-c7808862b2cd25a76f5c	English	VOYNICH_SCALE	6	M3	NOT_SUPPORTED	training/model-evidence failure
j-c7808862b2cd25a76f5c	English	VOYNICH_SCALE	6	M4	NOT_SUPPORTED	training/model-evidence failure
j-c7808862b2cd25a76f5c	English	VOYNICH_SCALE	6	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-cac9cc2f802560c0977b	English	SMALL	6	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-cac9cc2f802560c0977b	English	SMALL	6	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-cac9cc2f802560c0977b	English	SMALL	6	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-cac9cc2f802560c0977b	English	SMALL	6	M3	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-cac9cc2f802560c0977b	English	SMALL	6	M4	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-cac9cc2f802560c0977b	English	SMALL	6	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-d1450dded5db55b16ea6	English	VOYNICH_SCALE	0	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-d1450dded5db55b16ea6	English	VOYNICH_SCALE	0	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-d1450dded5db55b16ea6	English	VOYNICH_SCALE	0	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-d1450dded5db55b16ea6	English	VOYNICH_SCALE	0	M3	NOT_SUPPORTED	training/model-evidence failure
j-d1450dded5db55b16ea6	English	VOYNICH_SCALE	0	M4	NOT_SUPPORTED	training/model-evidence failure
j-d1450dded5db55b16ea6	English	VOYNICH_SCALE	0	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
