sequence	n	canonical_occurrences	eligible_occurrences	physical_blocks	joint_classes	currier_classes	hands	max_block_fraction	block_entropy_bits	classification	token_validity	canonical_token_occurrences	contains_question	contains_at	contains_other_nonstandard_marker	absent_tokens
x009463 x005005 x010279	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	314,348,303	false	false	true	
x009463 x010315	2	17	17	16	4	4	1	0.11764705882352941	3.969815782426811	GROUP_CONSISTENT	ambiguous-transcription	314,179	false	false	true	
x009464 x002771	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	1174,25	false	false	true	
x009464 x006435	2	11	11	11	4	4	1	0.09090909090909091	3.459431618637298	GROUP_CONSISTENT	ambiguous-transcription	1174,37	false	false	true	
x009465 x003085 x006348	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	1151,7,549	false	false	true	
x009465 x008711 x006349	3	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	1151,5,564	false	false	true	
x009465 x009770	2	12	12	11	3	3	1	0.16666666666666666	3.4182958340544896	GROUP_CONSISTENT	ambiguous-transcription	1151,37	false	false	true	
x009465 x009771	2	15	15	12	4	4	1	0.2	3.4565647621309536	GROUP_CONSISTENT	ambiguous-transcription	1151,37	false	false	true	
x009488 x004985	2	16	16	13	4	4	1	0.125	3.625	GROUP_CONSISTENT	ambiguous-transcription	115,229	false	false	true	
x009488 x004985 x009465	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	115,229,1151	false	false	true	
x009488 x010278	2	13	13	13	4	4	1	0.07692307692307693	3.7004397181410926	GROUP_CONSISTENT	ambiguous-transcription	115,271	false	false	true	
x009488 x010278 x006200	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	115,271,90	false	false	true	
x009488 x010279	2	20	20	18	4	4	1	0.1	4.1219280948873624	GROUP_CONSISTENT	ambiguous-transcription	115,303	false	false	true	
x009488 x010279 x000027	3	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	115,303,571	false	false	true	
x009488 x010279 x006201	3	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	115,303,105	false	false	true	
x009489 x004984	2	14	14	12	4	4	1	0.14285714285714285	3.521640636343319	GROUP_CONSISTENT	ambiguous-transcription	116,232	false	false	true	
x009489 x004984 x006200	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	116,232,90	false	false	true	
x009489 x004985	2	14	14	13	4	4	1	0.14285714285714285	3.6644977792004623	GROUP_CONSISTENT	ambiguous-transcription	116,229	false	false	true	
x009489 x004985 x006200	3	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	116,229,90	false	false	true	
x009489 x010278	2	13	13	12	4	4	1	0.15384615384615385	3.546593564294939	GROUP_CONSISTENT	ambiguous-transcription	116,271	false	false	true	
x009489 x010279	2	12	12	11	4	4	1	0.16666666666666666	3.4182958340544896	GROUP_CONSISTENT	ambiguous-transcription	116,303	false	false	true	
x009634 x000744	2	25	25	22	4	4	1	0.12	4.373660689688184	GROUP_CONSISTENT	ambiguous-transcription	546,140	false	false	true	
x009634 x000745	2	18	18	18	4	4	1	0.05555555555555555	4.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	546,121	false	false	true	
x009634 x005738	2	12	12	12	4	4	1	0.08333333333333333	3.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	546,112	false	false	true	
x009634 x005738 x009635	3	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	546,112,547	false	false	true	
x009634 x005739	2	13	13	11	3	3	1	0.23076923076923078	3.334679141051595	GROUP_CONSISTENT	ambiguous-transcription	546,114	false	false	true	
x009634 x006061	2	10	10	8	4	4	1	0.3	2.8464393446710154	GROUP_CONSISTENT	ambiguous-transcription	546,180	false	false	true	
x009634 x009464	2	26	26	21	4	4	1	0.11538461538461539	4.286790198827112	GROUP_CONSISTENT	ambiguous-transcription	546,1174	false	false	true	
x009634 x009465	2	26	26	23	4	4	1	0.07692307692307693	4.46967048737186	GROUP_CONSISTENT	ambiguous-transcription	546,1151	false	false	true	
x009634 x010700	2	11	11	7	4	4	1	0.2727272727272727	2.6635327548042547	GROUP_CONSISTENT	ambiguous-transcription	546,265	false	false	true	
x009635 x000744	2	21	21	20	4	4	1	0.09523809523809523	4.297079327540665	GROUP_CONSISTENT	ambiguous-transcription	547,140	false	false	true	
x009635 x000744 x000026	3	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	547,140,520	false	false	true	
x009635 x000745	2	19	19	16	4	4	1	0.10526315789473684	3.9321380397593733	GROUP_CONSISTENT	ambiguous-transcription	547,121	false	false	true	
x009635 x005738	2	10	10	10	3	3	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	547,112	false	false	true	
x009635 x009464	2	34	34	31	4	4	1	0.058823529411764705	4.910992253015044	GROUP_CONSISTENT	ambiguous-transcription	547,1174	false	false	true	
x009635 x009465	2	29	29	21	4	4	1	0.10344827586206896	4.254195650150782	GROUP_CONSISTENT	ambiguous-transcription	547,1151	false	false	true	
x010054 x009464	2	17	17	16	4	4	1	0.11764705882352941	3.969815782426811	GROUP_CONSISTENT	ambiguous-transcription	102,1174	false	false	true	
x010054 x009465	2	24	24	19	4	4	1	0.125	4.136842188131012	GROUP_CONSISTENT	ambiguous-transcription	102,1151	false	false	true	
x010054 x009465 x009318	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	102,1151,7	false	false	true	
x010055 x009464	2	16	16	13	3	3	1	0.125	3.625	GROUP_CONSISTENT	ambiguous-transcription	91,1174	false	false	true	
x010055 x009465	2	25	25	18	4	4	1	0.12	3.9932696895151074	GROUP_CONSISTENT	ambiguous-transcription	91,1151	false	false	true	
x010278 x000026	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	271,520	false	false	true	
x010278 x000027	2	17	17	14	4	4	1	0.11764705882352941	3.734521664779752	GROUP_CONSISTENT	ambiguous-transcription	271,571	false	false	true	
x010279 x000026	2	11	11	10	4	4	1	0.18181818181818182	3.277613436819116	GROUP_CONSISTENT	ambiguous-transcription	303,520	false	false	true	
x010279 x000027	2	18	18	15	4	4	1	0.1111111111111111	3.8365916681089787	GROUP_CONSISTENT	ambiguous-transcription	303,571	false	false	true	
x010279 x004718 x009465	3	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	303,338,1151	false	false	true	
x010279 x009464	2	11	11	8	4	4	1	0.18181818181818182	2.9139770731827523	GROUP_CONSISTENT	ambiguous-transcription	303,1174	false	false	true	
x010314 x003765 x006444	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	167,23,7	false	false	true	
x010314 x010366	2	14	14	12	4	4	1	0.14285714285714285	3.521640636343319	GROUP_CONSISTENT	ambiguous-transcription	167,83	false	false	true	
x010315 x004224	2	10	10	9	4	4	1	0.2	3.121928094887362	GROUP_CONSISTENT	ambiguous-transcription	179,172	false	false	true	
x010315 x010367	2	10	10	7	4	4	1	0.3	2.6464393446710153	GROUP_CONSISTENT	ambiguous-transcription	179,73	false	false	true	
x010396 x004625	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	48,623	false	false	true	
x010526 x000026	2	21	21	19	4	4	1	0.09523809523809523	4.201841232302569	GROUP_CONSISTENT	ambiguous-transcription	203,520	false	false	true	
x010526 x000027	2	22	22	15	4	4	1	0.13636363636363635	3.754441845713345	GROUP_CONSISTENT	ambiguous-transcription	203,571	false	false	true	
x010526 x004472	2	14	14	12	3	3	1	0.14285714285714285	3.521640636343319	GROUP_CONSISTENT	ambiguous-transcription	203,264	false	false	true	
x010526 x009464	2	16	16	13	4	4	1	0.1875	3.577819531114783	GROUP_CONSISTENT	ambiguous-transcription	203,1174	false	false	true	
x010526 x009465	2	18	18	14	4	4	1	0.1111111111111111	3.7254805569978675	GROUP_CONSISTENT	ambiguous-transcription	203,1151	false	false	true	
x010527 x000026	2	14	14	13	4	4	1	0.14285714285714285	3.6644977792004623	GROUP_CONSISTENT	ambiguous-transcription	182,520	false	false	true	
x010527 x000027	2	21	21	16	4	4	1	0.19047619047619047	3.820888851350188	GROUP_CONSISTENT	ambiguous-transcription	182,571	false	false	true	
x010527 x009464	2	13	13	13	4	4	1	0.07692307692307693	3.7004397181410926	GROUP_CONSISTENT	ambiguous-transcription	182,1174	false	false	true	
x010527 x009465	2	11	11	10	3	3	1	0.18181818181818182	3.277613436819116	GROUP_CONSISTENT	ambiguous-transcription	182,1151	false	false	true	
x010617 x000744	2	11	11	9	4	4	1	0.18181818181818182	3.0957952550009344	GROUP_CONSISTENT	ambiguous-transcription	67,140	false	false	true	
x010700 x000472	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	265,68	false	false	true	
x010700 x004345	2	11	11	11	4	4	1	0.09090909090909091	3.459431618637298	GROUP_CONSISTENT	ambiguous-transcription	265,168	false	false	true	
x010701 x004344	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	278,175	false	false	true	
x010701 x004345	2	12	12	11	4	4	1	0.16666666666666666	3.4182958340544896	GROUP_CONSISTENT	ambiguous-transcription	278,168	false	false	true	
x010701 x010484	2	10	10	9	3	3	1	0.2	3.1219280948873624	GROUP_CONSISTENT	ambiguous-transcription	278,50	false	false	true	
