record_id	section	panel	stolfi_group	stolfi_number	stolfi_coordinate	transcriber	stolfi_eva	stolfi_alt_eva	label_class	object_type	comment	match_status	match_method	validated_ivtff_locus_type	raw_lexical_candidate_count	eligible_candidate_count	zl3b_locus	zl3b_locus_type	index_in_locus	absolute_token_positions	zl3b_eva_tokens	eligible_candidates
0249	astro	f68r2	S	24	f68r2.S.24	V	okeechor	okeechob	A	star	24 stars	UNMATCHED	NO_LEXICAL_CANDIDATE	L	0	0						
0250	astro	f68r3	X	1	f68r3.X.1	V	doary	doaby	A	star	Pleiades	UNMATCHED	NO_LEXICAL_CANDIDATE	L	0	0						
0251	astro	f68r3	X	2	f68r3.X.2	V	oalcheol	-	A	star	tail near Pleiades	MATCHED	UNIQUE_EXACT	L	1	1	f68r3.12	L	0	12594	oalcheol	f68r3.12:0:oalcheol:L
0252	astro	f68r3	X	3	f68r3.X.3	V	dcholday	-	A	star	1 star near Pleiades	UNMATCHED	NO_LEXICAL_CANDIDATE	L	0	0						
0253	astro	f68r3	X	4	f68r3.X.4	V	okary	okaby	A	star	2 stars near Pleiades	UNMATCHED	NO_LEXICAL_CANDIDATE	L	0	0						
0254	astro	f68r3	X	5	f68r3.X.5	V	okos	-	A	star	2 stars near Pleiades	MATCHED	UNIQUE_EXACT	L	1	1	f68r3.13	L	0	12595	okos	f68r3.13:0:okos:L
0255	astro	f68r3	X	6	f68r3.X.6	V	okolchy	-	A	star	3 stars near Pleiades	MATCHED	UNIQUE_EXACT	L	1	1	f68r3.17	L	0	12601	okolchy	f68r3.17:0:okolchy:L
0256	astro	f68r3	X	7	f68r3.X.7	V	chcphy	chcPhy	A	star	3 stars near Pleiades	UNMATCHED	NO_LEXICAL_CANDIDATE	L	0	0						
0257	astro	f68r3	X	8	f68r3.X.8	V	chky.yky	-	A	star	3 stars near Pleiades	UNMATCHED	NO_LEXICAL_CANDIDATE	L	0	0						
0258	astro	f68r3	X	9	f68r3.X.9	V	darall	daball	A	star	4 stars near Pleiades	MATCHED	UNIQUE_EXACT	L	1	1	f68r3.20	L	0	12605	darall	f68r3.20:0:darall:L
0259	astro	f68r3	X	10	f68r3.X.10	V	o.cthyd	o.cThyd	A	star	4 stars near Pleiades	MATCHED	UNIQUE_EXACT	L	1	1	f68r3.18	L	0	12602,12603	o cthyd	f68r3.18:0:o cthyd:L
0260	astro	f68r3	X	11	f68r3.X.11	V	okchody	-	A	star	4 stars near Pleiades	MATCHED	UNIQUE_EXACT	L	1	1	f68r3.21	L	0	12606	okchody	f68r3.21:0:okchody:L
0261	astro	f68r3	X	12	f68r3.X.12	V	otydg	-	A	star	4 stars near Pleiades	MATCHED	UNIQUE_EXACT	L	1	1	f68r3.19	L	0	12604	otydg	f68r3.19:0:otydg:L
0294	astro	f68v2	R	1	f68v2.R.1	C	otey.daliir	-	A	?	radius at 12:30	UNMATCHED	NO_LEXICAL_CANDIDATE	R	0	0						
0295	astro	f68v2	R	2	f68v2.R.2	C	otosey-sary	-	A	?	radius at 1:30	MATCHED	UNIQUE_EXACT	R	1	1	f68v2.8	R	0	12869,12870	otosey sary	f68v2.8:0:otosey sary:R
0296	astro	f68v2	R	2	f68v2.R.2	V	otoshy-shiry	otoShy-Uhiby	A	star?	at 1:30, straddles star	MATCHED	COORDINATE_PEER_CONSENSUS	R	0	0	f68v2.8	R	0	12869,12870	otosey sary	
0297	astro	f68v2	R	3	f68v2.R.3	C	yshesas.ar.shy	-	A	?	radius at 2:30	MATCHED	UNIQUE_EXACT	R	1	1	f68v2.9	R	0	12871,12872,12873	yshesas ar shy	f68v2.9:0:yshesas ar shy:R
0298	astro	f68v2	R	4	f68v2.R.4	C	siiircthr.chety	-	A	?	radius at 3:30	UNMATCHED	NO_LEXICAL_CANDIDATE	R	0	0						
0299	astro	f68v2	R	5	f68v2.R.5	C	oteoys-oraraly	-	A	?	radius at 4:30	UNMATCHED	NO_LEXICAL_CANDIDATE	R	0	0						
0300	astro	f68v2	R	5	f68v2.R.5	V	oteoys-osaraly	-	A	star?	at 4:30, straddles star	UNMATCHED	NO_LEXICAL_CANDIDATE	R	0	0						
0301	astro	f68v2	R	6	f68v2.R.6	C	yteody.chetey	-	A	?	radius at 5:30	MATCHED	UNIQUE_EXACT	R	1	1	f68v2.12	R	0	12878,12879	yteody chetey	f68v2.12:0:yteody chetey:R
0302	astro	f68v2	R	7	f68v2.R.7	C	otchos.alamchy	-	A	?	radius at 6:30	UNMATCHED	NO_LEXICAL_CANDIDATE	R	0	0						
0303	astro	f68v2	R	8	f68v2.R.8	C	otchdy-chetal	-	A	?	radius at 7:30	MATCHED	UNIQUE_EXACT	R	1	1	f68v2.14	R	0	12882,12883	otchdy chetal	f68v2.14:0:otchdy chetal:R
0304	astro	f68v2	R	8	f68v2.R.8	V	otchdy-chetal	-	A	star?	at 7:30, straddles star	MATCHED	UNIQUE_EXACT	R	1	1	f68v2.14	R	0	12882,12883	otchdy chetal	f68v2.14:0:otchdy chetal:R
0305	astro	f68v2	R	9	f68v2.R.9	C	adairchdy.aiin	-	A	?	radius at 8:30	MATCHED	UNIQUE_EXACT	R	1	1	f68v2.15	R	0	12884,12885	adairchdy aiin	f68v2.15:0:adairchdy aiin:R
0306	astro	f68v2	R	10	f68v2.R.10	C	ychedal.daiin	-	A	?	radius at 9:30	UNMATCHED	NO_LEXICAL_CANDIDATE	R	0	0						
0307	astro	f68v2	R	11	f68v2.R.11	C	ilkeeepol-yypchy	-	A	?	radius at 10:30	MATCHED	COORDINATE_PEER_CONSENSUS	R	0	0	f68v2.17	R	0	12888,12889	ykeeepol ypchy	
0308	astro	f68v2	R	11	f68v2.R.11	V	ykeeepol-ypchy	-	A	star?	at 10:30, straddles star	MATCHED	UNIQUE_EXACT	R	1	1	f68v2.17	R	0	12888,12889	ykeeepol ypchy	f68v2.17:0:ykeeepol ypchy:R
0309	astro	f68v2	R	12	f68v2.R.12	C	choteey.dariiir	-	A	?	radius at 11:30	UNMATCHED	NO_LEXICAL_CANDIDATE	R	0	0						
0310	astro	f68v2	X	1	f68v2.X.1	V	okeody	-	?	?	sector #1, inside star	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		1	0						
0311	astro	f68v2	X	2	f68v2.X.2	V	otody	-	?	?	sector #2, inside star	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0312	astro	f68v2	X	3	f68v2.X.3	V	ypolol	-	?	?	sector #3, inside star	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0313	astro	f68v2	X	4	f68v2.X.4	V	chodal	choGal	?	?	sector #4, inside star	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0314	astro	f68v2	X	5	f68v2.X.5	V	okard	-	?	?	sector #5, inside star	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0315	astro	f68v2	X	6	f68v2.X.6	V	ykeal	-	?	?	sector #6, inside star	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0316	astro	f68v2	Y	1	f68v2.Y.1	V	otcho.dar.yky	-	?	?	starred sector #1, around trees?	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0317	astro	f68v2	Y	2	f68v2.Y.2	V	opar.ykchy	opab.ykchy	?	?	starred sector #2, around trees?	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0318	astro	f68v2	Y	3	f68v2.Y.3	V	ysaikchy.dam	-	?	?	starred sector #3, around trees?	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0319	astro	f68v2	Y	4	f68v2.Y.4	V	otairoroldy	otaiborolGy	?	?	starred sector #4, around trees?	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0320	astro	f68v2	Y	5	f68v2.Y.5	V	dchal.daim	Gchal.daim	?	?	starred sector #5, around trees?	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0321	astro	f68v2	Y	6	f68v2.Y.6	V	yteody.san	-	?	?	starred sector #6, around trees?	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0322	astro	f68v2	Y	7	f68v2.Y.7	V	okchy.daldy	okchy.dalGy	?	?	starred sector #7, around trees?	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0323	astro	f68v2	Y	8	f68v2.Y.8	V	yfcheodly	-	?	?	starred sector #8, around trees?	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0324	astro	f68v2	Y	9	f68v2.Y.9	V	ytcheos.aly	-	?	?	starred sector #9, around trees?	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0325	astro	f68v2	Z	1	f68v2.Z.1	V	oooooooool.ar.****s**r***	oooooooool.ab.****s**r***	A	title?	outside edge of circle	UNMATCHED	NO_VALIDATED_COORDINATE_BRIDGE		0	0						
0326	astro	f68v1	X	1	f68v1.X.1	V	dairpchety.dy	daibpchety.dy	?	?	-	UNMATCHED	NO_LEXICAL_CANDIDATE	R	0	0						
0327	astro	f68v1	X	2	f68v1.X.2	V	dar.shes.shokey	Gar.Uhes.Shokey	?	?	-	MATCHED	UNIQUE_EXACT	R	1	1	f68v1.9	R	0	12985,12986,12987	dar shes shokey	f68v1.9:0:dar shes shokey:R
0328	astro	f68v1	X	3	f68v1.X.3	V	okechdarol	-	?	?	-	UNMATCHED	NO_LEXICAL_CANDIDATE	R	0	0						
0329	astro	f68v1	X	4	f68v1.X.4	V	okeey.chek.chekeys	-	?	?	-	MATCHED	UNIQUE_EXACT	R	1	1	f68v1.8	R	0	12982,12983,12984	okeey chek chekeys	f68v1.8:0:okeey chek chekeys:R
0330	astro	f68v1	X	5	f68v1.X.5	V	oteeus.arany	-	?	?	-	UNMATCHED	NO_LEXICAL_CANDIDATE	R	0	0						
0331	astro	f68v1	X	6	f68v1.X.6	V	oteodain.sam	-	?	?	-	MATCHED	UNIQUE_EXACT	R	1	1	f68v1.10	R	0	12988,12989	oteodain sam	f68v1.10:0:oteodain sam:R
0332	astro	f68v1	X	7	f68v1.X.7	V	otol.chcs.otaly	-	?	?	-	UNMATCHED	NO_LEXICAL_CANDIDATE	R	0	0						
0333	astro	f68v1	X	8	f68v1.X.8	V	sair.aroyser	sair.aboyseb	?	?	('er' combined)	MATCHED	UNIQUE_EXACT	R	1	1	f68v1.4	R	0	12974,12975	sair aroyser	f68v1.4:0:sair aroyser:R
