mechanism_id	policy	corpus	scale	replicate	metric_id	family	mechanism_projection_value	available	evidence_type	target_comparison	reason
negative_randomized_path	LITERAL_RESET_V1	Longfellow	MEDIUM	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_path	LITERAL_RESET_V1	Longfellow	MEDIUM	1	LS4_WITHIN_LINE_EXACT_REPETITION	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_path	LITERAL_RESET_V1	Longfellow	MEDIUM	1	cs1/family-line-position	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_path	LITERAL_RESET_V1	Longfellow	MEDIUM	1	cs6/family-diversity-x-line-length	cross-scale	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_path	LITERAL_RESET_V1	Longfellow	MEDIUM	1	cs7/edit-distance-x-structural-distance	cross-scale	0.004836	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Doyle	SMALL	0	2DL1_LAYOUT_POSITION_MI	2D-LITE	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Doyle	SMALL	0	BP1_BOUNDARY_TOKEN_NMI	boundary	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Doyle	SMALL	0	LS1_LINE_LENGTH_CV	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Doyle	SMALL	0	LS2_POSITIONAL_LEXICON_NMI	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Doyle	SMALL	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Doyle	SMALL	0	LS4_WITHIN_LINE_EXACT_REPETITION	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Doyle	SMALL	0	cs1/family-line-position	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Doyle	SMALL	0	cs6/family-diversity-x-line-length	cross-scale	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Doyle	SMALL	0	cs7/edit-distance-x-structural-distance	cross-scale	0.007919	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_GLOBAL_V1	Doyle	LARGE	0	2DL1_LAYOUT_POSITION_MI	2D-LITE	0.000291	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_GLOBAL_V1	Doyle	LARGE	0	BP1_BOUNDARY_TOKEN_NMI	boundary	0.260870	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_GLOBAL_V1	Doyle	LARGE	0	LS1_LINE_LENGTH_CV	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_GLOBAL_V1	Doyle	LARGE	0	LS2_POSITIONAL_LEXICON_NMI	line	0.333333	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_GLOBAL_V1	Doyle	LARGE	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_GLOBAL_V1	Doyle	LARGE	0	LS4_WITHIN_LINE_EXACT_REPETITION	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_GLOBAL_V1	Doyle	LARGE	0	cs1/family-line-position	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_GLOBAL_V1	Doyle	LARGE	0	cs6/family-diversity-x-line-length	cross-scale	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_GLOBAL_V1	Doyle	LARGE	0	cs7/edit-distance-x-structural-distance	cross-scale	0.226549	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	0	2DL1_LAYOUT_POSITION_MI	2D-LITE	0.000476	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	0	BP1_BOUNDARY_TOKEN_NMI	boundary	0.315789	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	0	LS1_LINE_LENGTH_CV	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	0	LS2_POSITIONAL_LEXICON_NMI	line	0.400000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	line	0.015625	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	0	LS4_WITHIN_LINE_EXACT_REPETITION	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	0	cs1/family-line-position	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	0	cs6/family-diversity-x-line-length	cross-scale	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	0	cs7/edit-distance-x-structural-distance	cross-scale	0.425925	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Astafiev	LARGE	0	2DL1_LAYOUT_POSITION_MI	2D-LITE	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Astafiev	LARGE	0	BP1_BOUNDARY_TOKEN_NMI	boundary	0.857143	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Astafiev	LARGE	0	LS1_LINE_LENGTH_CV	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Astafiev	LARGE	0	LS2_POSITIONAL_LEXICON_NMI	line	1.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Astafiev	LARGE	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Astafiev	LARGE	0	LS4_WITHIN_LINE_EXACT_REPETITION	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Astafiev	LARGE	0	cs1/family-line-position	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Astafiev	LARGE	0	cs6/family-diversity-x-line-length	cross-scale	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Astafiev	LARGE	0	cs7/edit-distance-x-structural-distance	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_path	LITERAL_RESET_V1	Astafiev	MEDIUM	0	2DL1_LAYOUT_POSITION_MI	2D-LITE	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_path	LITERAL_RESET_V1	Astafiev	MEDIUM	0	BP1_BOUNDARY_TOKEN_NMI	boundary	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_path	LITERAL_RESET_V1	Astafiev	MEDIUM	0	LS1_LINE_LENGTH_CV	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_path	LITERAL_RESET_V1	Astafiev	MEDIUM	0	LS2_POSITIONAL_LEXICON_NMI	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_path	LITERAL_RESET_V1	Astafiev	MEDIUM	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_path	LITERAL_RESET_V1	Astafiev	MEDIUM	0	LS4_WITHIN_LINE_EXACT_REPETITION	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_path	LITERAL_RESET_V1	Astafiev	MEDIUM	0	cs1/family-line-position	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_path	LITERAL_RESET_V1	Astafiev	MEDIUM	0	cs6/family-diversity-x-line-length	cross-scale	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_path	LITERAL_RESET_V1	Astafiev	MEDIUM	0	cs7/edit-distance-x-structural-distance	cross-scale	0.033815	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Astafiev	SMALL	0	2DL1_LAYOUT_POSITION_MI	2D-LITE	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Astafiev	SMALL	0	BP1_BOUNDARY_TOKEN_NMI	boundary	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Astafiev	SMALL	0	LS1_LINE_LENGTH_CV	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Astafiev	SMALL	0	LS2_POSITIONAL_LEXICON_NMI	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Astafiev	SMALL	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Astafiev	SMALL	0	LS4_WITHIN_LINE_EXACT_REPETITION	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Astafiev	SMALL	0	cs1/family-line-position	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Astafiev	SMALL	0	cs6/family-diversity-x-line-length	cross-scale	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_literal_storage	LITERAL_RESET_V1	Astafiev	SMALL	0	cs7/edit-distance-x-structural-distance	cross-scale	0.041638	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_LOCAL_V1	Doyle	MEDIUM	1	2DL1_LAYOUT_POSITION_MI	2D-LITE	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_LOCAL_V1	Doyle	MEDIUM	1	BP1_BOUNDARY_TOKEN_NMI	boundary	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_LOCAL_V1	Doyle	MEDIUM	1	LS1_LINE_LENGTH_CV	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_LOCAL_V1	Doyle	MEDIUM	1	LS2_POSITIONAL_LEXICON_NMI	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_LOCAL_V1	Doyle	MEDIUM	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_LOCAL_V1	Doyle	MEDIUM	1	LS4_WITHIN_LINE_EXACT_REPETITION	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_LOCAL_V1	Doyle	MEDIUM	1	cs1/family-line-position	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_LOCAL_V1	Doyle	MEDIUM	1	cs6/family-diversity-x-line-length	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_LOCAL_V1	Doyle	MEDIUM	1	cs7/edit-distance-x-structural-distance	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
f01_speculum_core	LITERAL_RESET_V1	Longfellow	LARGE	1	2DL1_LAYOUT_POSITION_MI	2D-LITE	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
f01_speculum_core	LITERAL_RESET_V1	Longfellow	LARGE	1	BP1_BOUNDARY_TOKEN_NMI	boundary	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
f01_speculum_core	LITERAL_RESET_V1	Longfellow	LARGE	1	LS1_LINE_LENGTH_CV	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
f01_speculum_core	LITERAL_RESET_V1	Longfellow	LARGE	1	LS2_POSITIONAL_LEXICON_NMI	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
f01_speculum_core	LITERAL_RESET_V1	Longfellow	LARGE	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
f01_speculum_core	LITERAL_RESET_V1	Longfellow	LARGE	1	LS4_WITHIN_LINE_EXACT_REPETITION	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
f01_speculum_core	LITERAL_RESET_V1	Longfellow	LARGE	1	cs1/family-line-position	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
f01_speculum_core	LITERAL_RESET_V1	Longfellow	LARGE	1	cs6/family-diversity-x-line-length	cross-scale	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
f01_speculum_core	LITERAL_RESET_V1	Longfellow	LARGE	1	cs7/edit-distance-x-structural-distance	cross-scale	0.000184	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	Doyle	SMALL	0	2DL1_LAYOUT_POSITION_MI	2D-LITE	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	Doyle	SMALL	0	BP1_BOUNDARY_TOKEN_NMI	boundary	0.857143	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	Doyle	SMALL	0	LS1_LINE_LENGTH_CV	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	Doyle	SMALL	0	LS2_POSITIONAL_LEXICON_NMI	line	1.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	Doyle	SMALL	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	Doyle	SMALL	0	LS4_WITHIN_LINE_EXACT_REPETITION	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	Doyle	SMALL	0	cs1/family-line-position	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	Doyle	SMALL	0	cs6/family-diversity-x-line-length	cross-scale	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	Doyle	SMALL	0	cs7/edit-distance-x-structural-distance	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	Longfellow	MEDIUM	0	2DL1_LAYOUT_POSITION_MI	2D-LITE	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	Longfellow	MEDIUM	0	BP1_BOUNDARY_TOKEN_NMI	boundary	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	Longfellow	MEDIUM	0	LS1_LINE_LENGTH_CV	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	Longfellow	MEDIUM	0	LS2_POSITIONAL_LEXICON_NMI	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	Longfellow	MEDIUM	0	LS3_BOUNDARY_LENGTH_ASYMMETRY	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	Longfellow	MEDIUM	0	LS4_WITHIN_LINE_EXACT_REPETITION	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	Longfellow	MEDIUM	0	cs1/family-line-position	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	Longfellow	MEDIUM	0	cs6/family-diversity-x-line-length	cross-scale	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	Longfellow	MEDIUM	0	cs7/edit-distance-x-structural-distance	cross-scale	0.295809	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cue_based	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	2DL1_LAYOUT_POSITION_MI	2D-LITE	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cue_based	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	BP1_BOUNDARY_TOKEN_NMI	boundary	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cue_based	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	LS1_LINE_LENGTH_CV	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cue_based	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	LS2_POSITIONAL_LEXICON_NMI	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cue_based	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cue_based	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	LS4_WITHIN_LINE_EXACT_REPETITION	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cue_based	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	cs1/family-line-position	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cue_based	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	cs6/family-diversity-x-line-length	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
synthetic_cue_based	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	cs7/edit-distance-x-structural-distance	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Longfellow	MEDIUM	1	2DL1_LAYOUT_POSITION_MI	2D-LITE	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Longfellow	MEDIUM	1	BP1_BOUNDARY_TOKEN_NMI	boundary	0.857143	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Longfellow	MEDIUM	1	LS1_LINE_LENGTH_CV	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Longfellow	MEDIUM	1	LS2_POSITIONAL_LEXICON_NMI	line	1.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Longfellow	MEDIUM	1	LS3_BOUNDARY_LENGTH_ASYMMETRY	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Longfellow	MEDIUM	1	LS4_WITHIN_LINE_EXACT_REPETITION	line	0.000000	true	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Longfellow	MEDIUM	1	cs1/family-line-position	cross-scale	NA	false	PROJECTION_EVIDENCE	NOT_NUMERICALLY_COMPARED	assembler-line semantics differ from physical manuscript lines
